,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES
100,,,1942-04-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.11,",,6,",1.2,",,6,",,,USC00190562,40,",,6",28,",,6",35,",,6,",,,,,,,,,,,,,,,,,,,,,    1,",,6"
101,,,1942-04-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",0.0,"T,,6,",,,USC00190562,44,",,6",25,",,6",35,",,6,",,,,,,,,,,,,,,,,,,,,,    1,",,6"
102,,,1942-04-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,55,",,6",24,",,6",34,",,6,",,,,,,,,,,,,,,,,,,,,,,
103,,,1942-04-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,60,",,6",34,",,6",45,",,6,",,,,,,,,,,,,,,,,,,,,,,
104,,,1942-04-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.40,",,6,",0.0,",,6,",,,USC00190562,70,",,6",44,",,6",45,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
105,,,1942-04-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",0.0,",,6,",,,USC00190562,69,",,6",35,",,6",41,",,6,",,,,,,,,,,,,,,,,,    1,",,6",,,,
106,,,1942-04-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,67,",,6",36,",,6",44,",,6,",,,,,,,,,,,,,,,,,,,,,,
107,,,1942-04-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,53,",,6",33,",,6",41,",,6,",,,,,,,,,,,,,,,,,,,,,,
108,,,1942-04-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,53,",,6",36,",,6",42,",,6,",,,,,,,,,,,,,,,,,,,,,,
109,,,1942-04-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.05,",,6,",0.0,",,6,",,,USC00190562,48,",,6",36,",,6",39,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
110,,,1942-04-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,53,",,6",30,",,6",45,",,6,",,,,,,,,,,,,,,,,,,,,,,
111,,,1942-04-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,69,",,6",36,",,6",46,",,6,",,,,,,,,,,,,,,,,,,,,,,
112,,,1942-04-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,79,",,6",36,",,6",45,",,6,",,,,,,,,,,,,,,,,,,,,,,
113,,,1942-04-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,84,",,6",39,",,6",49,",,6,",,,,,,,,,,,,,,,,,,,,,,
114,,,1942-04-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,85,",,6",46,",,6",63,",,6,",,,,,,,,,,,,,,,,,,,,,,
115,,,1942-04-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,75,",,6",37,",,6",44,",,6,",,,,,,,,,,,,,,,,,,,,,,
116,,,1942-04-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,70,",,6",34,",,6",40,",,6,",,,,,,,,,,,,,,,,,,,,,,
117,,,1942-04-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,66,",,6",37,",,6",40,",,6,",,,,,,,,,,,,,,,,,,,,,,
118,,,1942-04-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,77,",,6",39,",,6",55,",,6,",,,,,,,,,,,,,,,,,,,,,,
119,,,1942-04-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,85,",,6",49,",,6",60,",,6,",,,,,,,,,,,,,,,,,,,,,,
120,,,1942-05-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,80,",,6",,,51,",,6,",,,,,,,,,,,,,,,,,,,,,,
121,,,1942-05-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,76,",,6",50,",,6",55,",,6,",,,    1,",,6",,,,,,,,,,,,,,,,,,
122,,,1942-05-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,83,",,6",53,",,6",64,",,6,",,,,,,,,,,,,,,,,,,,,,,
123,,,1942-05-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.05,",,6,",,,,,USC00190562,81,",,6",,,53,",,6,",,,,,    1,",,6",,,,,,,,,,,,,    1,",,6",,
124,,,1942-05-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,66,",,6",35,",,6",44,",,6,",,,,,,,,,,,,,,,,,,,,,,
125,,,1942-05-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.98,",,6,",,,,,USC00190562,67,",,6",,,44,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
126,,,1942-05-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.10,",,6,",,,,,USC00190562,49,",,6",42,",,6",46,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
127,,,1942-05-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,62,",,6",43,",,6",49,",,6,",,,,,,,,,,,,,,,,,    1,",,6",,,,
128,,,1942-05-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,56,",,6",44,",,6",49,",,6,",,,,,,,,,,,,,,,,,,,,,,
129,,,1942-05-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,6,",,,,,USC00190562,65,",,6",,,45,",,6,",,,,,,,,,,,,,,,,,    1,",,6",,,,
130,,,1942-05-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,70,",,6",38,",,6",48,",,6,",,,,,,,,,,,,,,,,,,,,,,
131,,,1942-05-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.72,",,6,",,,,,USC00190562,69,",,6",46,",,6",60,",,6,",,,,,    1,",,6",,,,,,,,,,,,,,,,
132,,,1942-05-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,84,",,6",50,",,6",52,",,6,",,,,,,,,,,,,,,,,,,,,,,
133,,,1942-05-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,73,",,6",50,",,6",55,",,6,",,,,,,,,,,,,,,,,,,,,,,
134,,,1942-05-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,76,",,6",53,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,,,,
135,,,1942-05-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.17,",,6,",,,,,USC00190562,75,",,6",,,50,",I,6,",,,,,,,,,,,,,,,,,,,,,,
136,,,1942-05-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.73,",,6,",,,,,USC00190562,63,",,6",55,",I,6",58,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
137,,,1942-05-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,64,",,6",55,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
138,,,1942-05-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,69,",,6",54,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
139,,,1942-05-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.04,",,6,",,,,,USC00190562,72,",,6",56,",,6",58,",,6,",,,,,,,,,,,,,,,,,    1,",,6",,,,
140,,,1942-05-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.28,",,6,",,,,,USC00190562,64,",,6",55,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
141,,,1942-05-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.03,",,6,",,,,,USC00190562,74,",,6",57,",,6",63,",,6,",,,,,,,,,,,,,,,,,,,,,,
142,,,1942-05-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",,,,,USC00190562,75,",,6",,,52,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
143,,,1942-05-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,75,",,6",,,62,",,6,",,,,,,,,,,,,,,,,,,,,,,
144,,,1942-05-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,74,",,6",43,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
145,,,1942-05-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,78,",,6",52,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
146,,,1942-05-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,75,",,6",,,57,",,6,",,,,,,,,,,,,,,,,,,,,,,
147,,,1942-05-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,78,",,6",45,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
148,,,1942-05-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,81,",,6",,,72,",,6,",,,,,,,,,,,,,,,,,,,,,,
149,,,1942-05-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.21,",,6,",,,,,USC00190562,85,",,6",,,65,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
150,,,1942-05-31,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,73,",,6",51,",,6",59,",,6,",,,,,,,,,,,,,,,,,,,,,,
151,,,1942-06-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.27,",,6,",0.0,",,6,",,,USC00190562,69,",,6",46,",,6",52,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
152,,,1942-06-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.03,",,6,",0.0,",,6,",,,USC00190562,58,",,6",46,",,6",52,",,6,",,,,,,,,,,,,,,,,,,,,,,
153,,,1942-06-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,6,",0.0,",,6,",,,USC00190562,60,",,6",50,",,6",56,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
154,,,1942-06-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.25,",,6,",0.0,",,6,",,,USC00190562,64,",,6",56,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
155,,,1942-06-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,1942-06-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",0.0,",,6,",,,USC00190562,,,38,",,6",52,",,6,",,,,,,,,,,,,,,,,,,,,,,
157,,,1942-06-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.78,",,6,",0.0,",,6,",,,USC00190562,,,49,",,6",63,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
158,,,1942-06-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,52,",,6",60,",,6,",,,,,,,,,,,,,,,,,,,,,,
159,,,1942-06-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,51,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,,,,
160,,,1942-06-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,63,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
161,,,1942-06-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,69,",,6",71,",,6,",,,,,,,,,,,,,,,,,,,,,,
162,,,1942-06-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,56,",,6",70,",,6,",,,,,,,,,,,,,,,,,,,,,,
163,,,1942-06-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",0.0,",,6,",,,USC00190562,,,58,",,6",66,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
164,,,1942-06-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",2.16,",,6,",0.0,",,6,",,,USC00190562,,,57,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,    1,",,6",,
165,,,1942-06-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,54,",,6",59,",,6,",,,,,,,,,,,,,,,,,,,,,,
166,,,1942-06-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",0.0,",,6,",,,USC00190562,,,52,",,6",54,",,6,",,,,,,,,,,,,,,,,,,,,,,
167,,,1942-06-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.06,",,6,",0.0,",,6,",,,USC00190562,,,47,",,6",49,",,6,",,,,,,,,,,,,,,,,,,,,,,
168,,,1942-06-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",0.0,",,6,",,,USC00190562,,,48,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,,,,
169,,,1942-06-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,48,",,6",70,",,6,",,,,,,,,,,,,,,,,,,,,,,
170,,,1942-06-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,,,46,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,,,,
171,,,1942-06-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.37,",,6,",0.0,",,6,",,,USC00190562,,,55,",,6",67,",,6,",,,,,,,,,,,,,,,,,,,,,,
172,,,1942-06-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.48,",,6,",0.0,",,6,",,,USC00190562,77,",,6",58,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
173,,,1942-06-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.26,",,6,",0.0,",,6,",,,USC00190562,80,",,6",49,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
174,,,1942-06-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,75,",,6",46,",,6",60,",,6,",,,,,,,,,,,,,,,,,,,,,,
175,,,1942-06-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,75,",,6",47,",,6",64,",,6,",,,,,,,,,,,,,,,,,,,,,,
176,,,1942-06-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,82,",,6",54,",,6",78,",,6,",,,,,,,,,,,,,,,,,,,,,,
177,,,1942-06-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",0.0,",,6,",,,USC00190562,83,",,6",58,",,6",81,",,6,",,,,,,,,,,,,,,,,,,,,,,
178,,,1942-06-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,84,",,6",59,",,6",63,",,6,",,,,,,,,,,,,,,,,,,,,,,
179,,,1942-06-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,88,",,6",59,",,6",66,",,6,",,,,,,,,,,,,,,,,,,,,,,
180,,,1942-06-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",0.0,",,6,",,,USC00190562,83,",,6",63,",,6",70,",,6,",,,,,,,,,,,,,,,,,,,,,,
181,,,1942-07-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.49,",,6,",,,,,USC00190562,80,",,6",62,",,6",65,",,6,",,,,,,,,,,,,,,,,,,,,,,
182,,,1942-07-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.51,",,6,",,,,,USC00190562,71,",,6",63,",,6",67,",,6,",,,,,,,,,,,,,,,,,,,,,,
183,,,1942-07-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,88,",,6",59,",,6",82,",,6,",,,,,,,,,,,,,,,,,,,,,,
184,,,1942-07-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,86,",,6",68,",,6",84,",,6,",,,,,,,,,,,,,,,,,,,,,,
185,,,1942-07-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,87,",,6",60,",,6",72,",,6,",,,,,,,,,,,,,,,,,,,,,,
186,,,1942-07-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",1.49,",,6,",,,,,USC00190562,86,",,6",49,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
187,,,1942-07-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,75,",,6",48,",,6",62,",,6,",,,,,,,,,,,,,,,,,,,,,,
188,,,1942-07-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",,,,,USC00190562,77,",,6",46,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
189,,,1942-07-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,77,",,6",49,",,6",61,",I,6,",,,,,,,,,,,,,,,,,,,,,,
190,,,1942-07-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.23,",,6,",,,,,USC00190562,77,",,6",67,",I,6",74,",,6,",,,,,,,,,,,,,,,,,,,,,,
191,,,1942-07-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.11,",,6,",,,,,USC00190562,75,",,6",55,",,6",72,",,6,",,,,,,,,,,,,,,,,,,,,,,
192,,,1942-07-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,82,",,6",53,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
193,,,1942-07-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,89,",,6",66,",,6",73,",,6,",,,,,,,,,,,,,,,,,,,,,,
194,,,1942-07-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,91,",,6",58,",,6",64,",,6,",,,,,,,,,,,,,,,,,,,,,,
195,,,1942-07-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,77,",,6",54,",,6",56,",,6,",,,,,,,,,,,,,,,,,,,,,,
196,,,1942-07-16,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,78,",,6",57,",,6",65,",,6,",,,,,,,,,,,,,,,,,,,,,,
197,,,1942-07-17,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.41,",,6,",,,,,USC00190562,79,",,6",62,",,6",77,",,6,",,,,,,,,,,,,,,,,,,,,,,
198,,,1942-07-18,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,6,",,,,,USC00190562,81,",,6",62,",,6",78,",,6,",,,,,,,,,,,,,,,,,,,,,,
199,,,1942-07-19,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,95,",,6",65,",,6",73,",,6,",,,,,,,,,,,,,,,,,,,,,,
200,,,1942-07-20,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,89,",,6",61,",,6",71,",,6,",,,,,,,,,,,,,,,,,,,,,,
201,,,1942-07-21,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,87,",,6",61,",,6",69,",,6,",,,,,,,,,,,,,,,,,,,,,,
202,,,1942-07-22,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,83,",,6",55,",,6",65,",,6,",,,,,,,,,,,,,,,,,,,,,,
203,,,1942-07-23,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,88,",,6",55,",,6",67,",,6,",,,,,,,,,,,,,,,,,,,,,,
204,,,1942-07-24,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,87,",,6",65,",,6",84,",,6,",,,,,,,,,,,,,,,,,,,,,,
205,,,1942-07-25,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,1942-07-26,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.02,",,6,",,,,,USC00190562,93,",,6",63,",,6",65,",,6,",,,,,,,,,,,,,,,,,,,,,,
207,,,1942-07-27,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",1.53,",,6,",,,,,USC00190562,68,",,6",63,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
208,,,1942-07-28,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,6,",,,,,USC00190562,88,",,6",61,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
209,,,1942-07-29,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,89,",,6",62,",,6",64,",,6,",,,,,,,,,,,,,,,,,,,,,,
210,,,1942-07-30,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,71,",,6",52,",,6",59,",,6,",,,,,,,,,,,,,,,,,,,,,,
211,,,1942-07-31,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.15,",,6,",,,,,USC00190562,74,",,6",58,",,6",72,",,6,",,,,,,,,,,,,,,,,,,,,,,
212,,,1942-08-01,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,86,",,6",52,",,6",84,",,6,",,,,,,,,,,,,,,,,,,,,,,
213,,,1942-08-02,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,88,",,6",63,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
214,,,1942-08-03,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,83,",,6",48,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
215,,,1942-08-04,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,79,",,6",50,",,6",60,",,6,",,,,,,,,,,,,,,,,,,,,,,
216,,,1942-08-05,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,75,",,6",48,",,6",58,",,6,",,,,,,,,,,,,,,,,,,,,,,
217,,,1942-08-06,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,76,",,6",47,",,6",61,",,6,",,,,,,,,,,,,,,,,,,,,,,
218,,,1942-08-07,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,83,",,6",51,",,6",75,",,6,",,,,,,,,,,,,,,,,,,,,,,
219,,,1942-08-08,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.04,",,6,",,,,,USC00190562,82,",,6",59,",,6",79,",,6,",,,,,,,,,,,,,,,,,,,,,,
220,,,1942-08-09,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.47,",,6,",,,,,USC00190562,81,",,6",58,",,6",63,",,6,",,,,,,,,,,,,,,,,,,,,,,
221,,,1942-08-10,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.01,",,6,",,,,,USC00190562,76,",,6",62,",,6",66,",,6,",,,,,,,,,,,,,,,,,,,,,,
222,,,1942-08-11,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,86,",,6",61,",,6",67,",,6,",,,,,,,,,,,,,,,,,,,,,,
223,,,1942-08-12,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"P,,6,",,,,,USC00190562,84,",,6",65,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
224,,,1942-08-13,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.58,",,6,",,,,,USC00190562,74,",,6",66,",,6",68,",,6,",,,,,,,,,,,,,,,,,,,,,,
225,,,1942-08-14,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.15,",,6,",,,,,USC00190562,80,",,6",67,",,6",79,",,6,",,,,,,,,,,,,,,,,,,,,,,
226,,,1942-08-15,167.6,42.2796,-72.3482,,,"BELCHERTOWN, MA US",0.00,"T,,6,",,,,,USC00190562,85,",,6",71,",,6",83,",,6,",,,,,,,,,,,,,,,,,,,,,,
